Year,Original Order,Start Date & Time,Event Type,End Date & Time,Game ID,Title,Long Description,Maximum Players,Experience Required,Total Rounds,Location,GM Names,Prize,Cost $,Group,Also Runs,Short Description,Game System,Rules Edition,Minimum Players,Age Required,Materials Provided,Duration,Website,Email,Tournament?,Round Number,Minimum Play Time,Attendee Registration?,Room Name,Table Number,Special Category,Tickets Available,Last Modified,Rules Complexity
1980,165,1980,SEMINARS/PANELS/OTHER EVENTS,1:00pm Saturday,98,Dungeons & Dragons Roleplaying Demonstration,Gary Gygax uses volunteers from the audience to demonstrate proper and improper Dungeon Master techniques.,,,,Greenquist L-103,,,,(TSR Hobbies).,,,,,,,,,,,,,,,,,,,,
1980,166,1980,SEMINARS/PANELS/OTHER EVENTS,9:00pm Friday,147,15mm Wargaming in the USA,Dave Waxtel from Mikes Models gives this informative seminar on miniatures.,,,,Molinaro D-105,,,,(Mikes Models),,,,,,,,,,,,,,,,,,,,
1980,167,1980,SEMINARS/PANELS/OTHER EVENTS,10:00am Sunday,238,Heritage Painting Seminar,Duke Siefried demonstrates his well-known staining techniques and will introduce Heritage’s new line of Science Fiction and Fantasy special effects paints.,,,,Greenquist L-101,,,,(Heritage USA).,,,,,,,,,,,,,,,,,,,,
1980,168,1980,SEMINARS/PANELS/OTHER EVENTS,10:00pm Saturday,202,How Miniature Figures Are Made,"A discussion of the process of figure making from conception to the final product, given by John Railing of Ta-Hr",,,, Greenquist L-103,,,,,,,,,,,,,,,,,,,,,,,,
1980,169,1980,SEMINARS/PANELS/OTHER EVENTS,4:00pm Saturday,241,Historical Gaming with Miniatures,"Duke Siefried examines in depth four peri¬ods most often depicted on the miniatures table, Ancients, American Civil War, WWII and Napoleonics. Among the facets of each that will be discussed are available figures and rules.",,,,Molinaro L-107,,,,(Heritage USA).,,,,,,,,,,,,,,,,,,,,
1980,170,1980,SEMINARS/PANELS/OTHER EVENTS,10:00am Sunday,73,How to Put Three Dimensions In Your Dungeon,Russel Knight demonstrates new 3-D playing aids by The Garret and runs an adventure for the audience at the same time.,15,1,,Molinaro D-105,,,,(Dimension VI & The Garret).,,,,,,,,,,,,,,,,,,,,
1980,171,1980,SEMINARS/PANELS/OTHER EVENTS,10:00am Sunday,131,How to Run a Working Fantasy Role Playing Campaign—Fantastic Cultures and the Integrated World System,"Peter Fenlon, S. Coleman Charlton, Terry Amthor and Bruce Neidlinger will give this seminar on fantasy role-playing campaigns with an emphasis on providing formats for consistent political, geographic, and cultural systems. A discussion concerning organization and playability will follow.",,,,Greenquist L-103,,,,(Iron Crown Enterprises).,,,,,,,,,,,,,,,,,,,,
1980,172,1980,SEMINARS/PANELS/OTHER EVENTS,Saturday 4:00pm ,213,How to Start Your Own Game Company,A Seminar by Jim Dunnigan.,,,,Molinaro D-107,,,,(SPI).,,,,,,,,,,,,,,,,,,,,
1980,173,1980,SEMINARS/PANELS/OTHER EVENTS, 10:00am Saturday,34,Korsun Pocket Seminar,Jack Radey of People’s Wargames talks about all aspects of this game.,,,,Molinaro L-107,,,,(People’s Wargames Co.),,,,,,,,,,,,,,,,,,,,
1980,174,1980,SEMINARS/PANELS/OTHER EVENTS,1:00pm Thursday,169,Meet Metagaming Seminar,Among the topics discussed during this presentation will be planned developments in The Fantasy Trip game system and how to sell Metagaming your design.,,,,Molinaro L-107,,,, (Metagaming). ,,,,,,,,,,,,,,,,,,,,
1980,175,1980,SEMINARS/PANELS/OTHER EVENTS,,,Movies ,Once again GenCon is showing a fine assortment of movies at the convention. For only a dollar you can see Patton & Cross of Iron (Friday at 7:00pm) or Three and Four Musketeers (Saturday at 7:00pm). All this takes place at the Parkside Union Theater. Buy your tickets at the door!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,176,1980,SEMINARS/PANELS/OTHER EVENTS,"10:00am Friday. 208 Greenquist L-101, 7:00pm Friday. 209 Greenquist L-101, 10:00am Saturday. 210 Greenquist L-101, 7:00pm Saturday","207, 208, 209 & 210 ",Painting Seminars,"Four seminars on the art of finishing military miniatures for beginning (207 & 209) intermediate (208), and advanced (210) painters. Given by Jay Hadley of Ral Partha.",,,,Greenquist L-101,,,,(Ral Partha Miniatures).,,,,,,,,,,,,,,,,,,,,
1980,177,1980,SEMINARS/PANELS/OTHER EVENTS,3:00pm Saturday,170,Odessa Seminar,Another comprehensive seminar by Jack Radey.,,,,Molinaro D-105,,,,(People’s Wargame Co.),,,,,,,,,,,,,,,,,,,,
1980,178,1980,SEMINARS/PANELS/OTHER EVENTS,2:00pm Saturday,130,Realism and Playability in Fantastic Combat,"A seminar on Arms Law, a new combat system which employs unique playability features while retaining a very realistic flavor. A series of demonstrations will accompany the seminar. In addition, there will be a discussion concerning the merits and drawbacks of the fantasy role-playing combat system now, or soon to be, available.",,,,Molinaro L-318,"Peter Fenlon, S. Coleman Charlton & Bruce Neidlinger",,,(Iron Crown Enterprises).,,,,,,,,,,,,,,,,,,,,
1980,179,1980,SEMINARS/PANELS/OTHER EVENTS,7:00pm Thursday,197,Source of the Nile Seminar,Dave Weseley and Ross Maker  discuss this popular game by Avalon Hill. Molinaro,,,,L-107,Dave Weseley and Ross Maker ,,,(Discovery Games).,,,,,,,,,,,,,,,,,,,,
1980,180,1980,SEMINARS/PANELS/OTHER EVENTS,2:00pm Sunday,221,"SPI’s Modem Period Games, Published and Unpublished",Dave Ritchie gives this short seminar,,,,Molinaro L-105,,,,(SPI).,,,,,,,,,,,,,,,,,,,,
1980,181,1980,SEMINARS/PANELS/OTHER EVENTS,Noon Saturday,214,SPI’s Science Fiction and Fantasy Games,Dave Ritchie and Jim Dunnigan discuss published and unpublished offerings by SPI on thes subjects.,,,,Com Arts L-129,,,,(SPI).,,,,,,,,,,,,,,,,,,,,
1980,182,1980,SEMINARS/PANELS/OTHER EVENTS,11:00am Saturday,215,S&T Subscribers Seminar,Jim Dunnigan and Dave Ritchie give this seminar for current and future readers of Strategy and Tactics magazine,,,,Com Arts L-129,,,,"(SPI),",,,,,,,,,,,,,,,,,,,,
1980,183,1980,SEMINARS/PANELS/OTHER EVENTS, 1:00pm Sunday ,220,SPI Work in Progress,Dave Ritchie leads this discussion of SPI games being readied for publication.,,,,Molinaro L-105,,,,",(SPI).",,,,,,,,,,,,,,,,,,,,
1980,184,1980,SEMINARS/PANELS/OTHER EVENTS,8:00pm Saturday,189,Strategy in War in Europe,"Temis de la Pena discusses some flaws that have appeared in some recently published articles on this subject, and will cover the strategies of all three major players in this monster game by SPI",,,,Molinaro D-105,,,,,,,,,,,,,,,,,,,,,,,,
1980,185,1980,SEMINARS/PANELS/OTHER EVENTS,4:00pm Friday,116,Traveller Seminar,Marc Miller heads up this question and answer session,,,,Greenquist L-103,,,,(Game Designers Workshop),,,,,,,,,,,,,,,,,,,,
1980,186,1980,SEMINARS/PANELS/OTHER EVENTS,3:00pm Friday,219,Using History in Fantasy and Science Fiction Games,A seminar by SPI s Jim Dunnigan,,,,Molinaro L-107,,,,(SPI).,,,,,,,,,,,,,,,,,,,,
1980,187,1980,CLOSED EVENTS,7:00pm Saturday,227,Terminal Fantasy,Have you ever seen a miniatures battle where the casualties were smashed between a hammer and an anvil? You will! A challenge match between Ral Partha enterprises and Miniature Figurines Ltd,,,,Greenquist Concourse,Jeff Perrin,,,,,,,,,,,,,,,,,,,,,,,
1980,188,1980,CLOSED EVENTS,1:00pm Sunday,148,Fight in the Skies Masters Game,This bi-annual event brings the best FITS players from across the nation together for some hard-hitting action. Entry by invitation only. Spectators Welcome,,,, Molinaro D-124,Mike Carr,Trophy,,Fight in the Skies Society),,,,,,,,,,,,,,,,,,,,
1980,189,1980,CLOSED EVENTS,,249,The 4th Official Invitational Advanced Dungeons & Dragons Masters Tournament,Top players from across the country compete as Dungeon Masters. No spectators please! ,,,,Molinaro Hall L-219,"Brian Blume, Gary Gygax, & Jim Ward",,,,,,,,,,,,,,,,,,,,,,,
